1000,1102
1001,985
1002,812
1003,561
1004,481
1005,640
1006,536
1007,731
1008,797
1009,1282
1010,1525
1011,664
1012,596
1013,695
1014,1103
1015,1167
1016,1495
1017,1270
1018,1067
1019,1347
1020,729
1021,1183
1022,1087
1023,1108
1024,1178
1025,1430
1026,971
1027,1180
1028,1199
1029,1122
1030,1204
1031,1225
1032,1200
1033,1043
1034,1279
1035,1343
1036,634
1037,726
1038,625
1039,578
1040,713
1041,556
1042,652
1043,453
1044,513
1045,743
1046,767
1047,568
1048,758
1049,806
1050,566
1051,484
1052,547
1053,676
1054,792
1055,605
1056,515
1057,676
1058,648
1059,468
1060,501
1061,491
1062,861
1063,1427
1064,464
1065,577
1066,1079
1067,557
1068,635
1069,711
1070,450
1071,590
1072,793
1073,643
1074,663
1075,651
1076,614
1077,771
1078,493
1079,739
1080,588
1081,687
1082,550
1083,742
1084,693
1085,849
1086,778
1087,1040
1088,506
1089,348
1090,643
1091,523
1092,638
1093,971
1094,745
1095,635
1096,1028
1097,774
1098,792
1099,687
1100,750
1101,708
1102,529
1103,912
1104,543
1105,887
1106,620
1107,799
1108,626
1109,768
1110,398
1111,889
1112,627
1113,507
1114,650
1115,614
1116,497
1117,527
1118,833
1119,541
1120,626
1121,679
1122,723
1123,835
1124,736
1125,720
1126,902
1127,798
1128,739
1129,676
1130,719
1131,766
1132,657
1133,669
1134,692
1135,936
1136,624
1137,686
1138,803
1139,935
1140,802
1141,965
1142,926
1143,1070
1144,623
1145,768
1146,755
1147,908
1148,894
1149,901
1150,949
1151,833
1152,1592
1153,1599
1154,1453
1155,2024
1156,2914
1157,1592
1158,1586
1159,1497
1160,2686
1161,1487
1162,2003
1163,1518
1164,1526
1165,1828
1166,1424
1167,1369
1168,1306
1169,1493
1170,1623
1171,1401
1172,1443
1173,1522
1174,1467
1175,1727
1176,1390
1177,1584
1178,1291
1179,1842
1180,2070
1181,2620
1182,1586
1183,2086
1184,2762
1185,2884
1186,1842
1187,1877
1188,1401
1189,2040
1190,1709
1191,1353
1192,1912
1193,1987
1194,1656
1195,1364
1196,1588
1197,1404
1198,1781
1199,1712
1200,1977
1201,1799
1202,1922
1203,1978
1204,1984
1205,2195
1206,1649
1207,1763
1208,1381
1209,1574
1210,1515
1211,1625
1212,1615
1213,2005
1214,1643
1215,1567
1216,1564
1217,1570
1218,1877
1219,1555
1220,1697
1221,2521
1222,1515
1223,1452
1224,1448
1225,1760
1226,1635
1227,2063
1228,1749
1229,1198
1230,1599
1231,1667
1232,1380
1233,1303
1234,1690
1235,1557
1236,1530
1237,1209
1238,1529
1239,1634
1240,1771
1241,2181
1242,1767
1243,1548
1244,1353
1245,1365
1246,1743
1247,1658
1248,1470
1249,1386
1250,1575
1251,1516
1252,1758
1253,1600
1254,1532
1255,1378
1256,1408
1257,1498
1258,1431
1259,1292
1260,1424
1261,1368
1262,1300
1263,1531
1264,1592
1265,1579
1266,1502
1267,1419
1268,1618
1269,1538
1270,1650
1271,2053
1272,1902
1273,1377
1274,1876
1275,1710
1276,1537
1277,1590
1278,1649
1279,1542
1280,1436
1281,1509
1282,1644
1283,1611
1284,1517
1285,2057
1286,1472
1287,1381
1288,1247
1289,1538
1290,1921
1291,1952
1292,1665
1293,1600
1294,1717
1295,1549
1296,1666
1297,1585
1298,1513
1299,1442
1300,1663
1301,1803
1302,1493
1303,1533
1304,1739
1305,1689
1306,1527
1307,1788
1308,1699
1309,1515
1310,1570
1311,1723
1312,1378
1313,1493
1314,1555
1315,1499
1316,1588
1317,1832
1318,1795
1319,1596
1320,1552
1321,1578
1322,1308
1323,1404
1324,1441
1325,1893
1326,1884
1327,1508
1328,1974
1329,1594
1330,1639
1331,1503
1332,1935
1333,3852
1334,1583
1335,1886
1336,2562
1337,1944
1338,2228
1339,2068
1340,1729
1341,1906
1342,1896
1343,1682
1344,1349
1345,1728
1346,1365
1347,1631
1348,1606
1349,1424
1350,1645
1351,2287
1352,1391
1353,1815
1354,1377
1355,1801
1356,1777
1357,1720
1358,1695
1359,1983
1360,1682
1361,1558
1362,1576
1363,1575
1364,1427
1365,1730
1366,1471
1367,1868
1368,2065
1369,1588
1370,1082
1371,1612
1372,1709
1373,1524
1374,1606
1375,1873
1376,1514
1377,1811
1378,1606
1379,1395
1380,1820
1381,1406
1382,1474
1383,1734
1384,1535
1385,1564
1386,1423
1387,1549
1388,1681
1389,1619
1390,1739
1391,1534
1392,1754
1393,1414
1394,2319
1395,1480
1396,1514
1397,1911
1398,1657
1399,1731
1400,2162
1401,1944
1402,2145
1403,1481
1404,2058
1405,1810
1406,1906
1407,1731
1408,1806
1409,1975
1410,1783
1411,1516
1412,1712
1413,1815
1414,1538
1415,1695
1416,2025
1417,1985
1418,1701
1419,1717
1420,1513
1421,1563
1422,1538
1423,1631
1424,1505
1425,2281
1426,1486
1427,1532
1428,2018
1429,1964
1430,2231
1431,2022
1432,1837
1433,1908
1434,2341
1435,2477
1436,1722
1437,1636
1438,1634
1439,1888
1440,2042
1441,2384
1442,1973
1443,2207
1444,1873
1445,1910
1446,1751
1447,1676
1448,1619
1449,2016
1450,2008
1451,1808
1452,1937
1453,1967
1454,1549
1455,2683
1456,1805
1457,1860
1458,1566
1459,1721
1460,2296
1461,2240
1462,1477
1463,1964
1464,2045
1465,2041
1466,1880
1467,1841
1468,2305
1469,2431
1470,2251
1471,2366
1472,1983
1473,2166
1474,1669
1475,2122
1476,2011
1477,1777
1478,1339
1479,1922
1480,2011
1481,1421
1482,2635
1483,2183
1484,2023
1485,1651
1486,2607
1487,1903
1488,2657
1489,2123
1490,2201
1491,1795
1492,2337
1493,2118
1494,2810
1495,2771
1496,2429
1497,2728
1498,2143
1499,2131
1500,2573
1501,2332
1502,2428
1503,3158
1504,2928
1505,2003
1506,2325
1507,2710
1508,2674
1509,2436
1510,1262
1511,2259
1512,1466
1513,2213
1514,2551
1515,1077
1516,1688
1517,1224
1518,1021
1519,1407
1520,1755
1521,1793
1522,1116
1523,1035
1524,2990
1525,1086
